id,name,country,region,altitude_range,climate_notes,tea_types,cultivars
5d8d1e2d-4469-4c1a-a3f7-c4728e40b7c1,"Tongmu Village, Wuyi",China,Fujian,400-800m,"High altitude village, birthplace of Lapsang Souchong",Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
857d109e-bb60-4979-9edc-a0b54bb01432,"Zhenghe County, Fujian",China,Fujian,400-900m,Mountain region known for white tea production,Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
f847e45b-668d-43dd-9fb3-2eca6c7344b5,"Jian'ou City, Fujian",China,Fujian,200-600m,"Historic tea region, grows Shui Xian among others",Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
f17498e2-d50e-4d67-9cf2-c557585b61cb,"Zhao'an County, Fujian",China,Fujian,300-700m,Southern Fujian region with suitable climate for Shui Xian,Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
2fe1463c-afcc-43a5-b936-14796b780898,"Pinghe County, Fujian",China,Fujian,400-800m,Mountain region growing various oolong cultivars,Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
07e58274-0a25-4205-8759-a93976cab117,"Phoenix Mountains, Chaozhou",China,Guangdong,400-1200m,"High altitude mountains with ancient tea trees, famous for Dan Cong oolongs",Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
e0c60ea9-dd1e-410a-9763-af29fccce982,"Wudong Mountain, Chaozhou",China,Guangdong,800-1200m,"Highest peak in Phoenix Mountains, produces the most prized Dan Cong teas",Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
8c80df6f-43ec-4a31-ab7f-0ae049eab2a3,Huangshan Mountains,China,Anhui,600-1200m,"Famous scenic mountains with granite peaks and pine forests, ideal for green tea",Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
8d54b1c4-a06d-4429-a7ea-84cceaeaed7e,"Taohua Feng, Huangshan",China,Anhui,800-1000m,Peach Blossom Peak area with unique microclimate,Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
39772a7c-051b-44be-a716-0fe7a609a2e9,"Lu'an City, Anhui",China,Anhui,300-800m,"Rolling hills region, famous for Lu An Gua Pian production",Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
7ac2c5ad-827e-4de0-810c-a051eee87be5,"Jinzhai County, Lu'an",China,Anhui,400-900m,Mountain county within Lu'an known for high quality green tea,Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
573bb680-315c-4eff-a2ea-c1e92ca2d879,"Yu'an District, Lu'an",China,Anhui,300-700m,Central Lu'an area with suitable terrain for tea cultivation,Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
c37dd09f-737d-425e-9dc9-9a6506121711,"Qimen County, Anhui",China,Anhui,300-800m,Famous region for Keemun black tea production,Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
8124cd06-10d8-4042-afdf-efffada271a8,"Taiping County, Anhui",China,Anhui,400-900m,Historic mountain region known for Monkey Picked tea,Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
5e7616fe-5dc9-4982-b4ec-089a350c11d8,"Dongting Mountains, Suzhou",China,Jiangsu,100-300m,"Lake islands with unique microclimate, famous for Bi Luo Chun",Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
d6f254ee-15d2-41ff-a99a-96f57f888c67,Dongting East Mountain,China,Jiangsu,100-250m,"Eastern island in Tai Lake, traditional Bi Luo Chun area",Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
ca447a7c-8baf-4acb-a432-9edc0aa4acad,Dongting West Mountain,China,Jiangsu,100-300m,"Western island in Tai Lake, another core Bi Luo Chun region",Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
